sample,image name,species,otolith label,otolith length,fish length(FL)mm,fish weight(FW)gr
36,2.jpg,Sandeel,59,1.87,105.94,3.35
36,2.jpg,Sandeel,60,1.49,85.91,1.79
36,2.jpg,Sandeel,61,1.58,90.79,2.11
36,2.jpg,Sandeel,62,1.59,91.41,2.16
36,2.jpg,Sandeel,63,1.34,78.07,1.34
36,2.jpg,Sandeel,64,1.8,102.15,3.01
36,2.jpg,Sandeel,65,1.22,72.21,1.05
36,2.jpg,Sandeel,66,1.47,84.82,1.72
36,2.jpg,Sandeel,67,1.56,89.8,2.05
36,2.jpg,Sandeel,68,1.25,73.55,1.12
36,2.jpg,Sandeel,69,1.32,77.5,1.31
36,2.jpg,Sandeel,70,1.23,72.78,1.08
36,2.jpg,Sandeel,71,1.15,68.68,0.9
36,2.jpg,Sandeel,72,1.61,92.14,2.21
36,2.jpg,Sandeel,73,1.55,89.07,2
36,2.jpg,Sandeel,74,1.42,82.38,1.58
36,2.jpg,Sandeel,75,1.54,88.87,1.98
36,2.jpg,Sandeel,76,1.68,95.87,2.49
36,2.jpg,Sandeel,77,1.34,78.07,1.34
36,2.jpg,Sandeel,78,1.15,68.47,0.89
36,2.jpg,Sandeel,79,1.55,89.02,1.99
36,2.jpg,Sandeel,80,1.43,82.74,1.6
36,2.jpg,Sandeel,81,1.47,85.03,1.74
36,2.jpg,Sandeel,82,1.41,81.91,1.55
36,2.jpg,Sandeel,83,1.55,89.13,2
36,2.jpg,Sandeel,84,1.38,80.15,1.45
36,2.jpg,Sandeel,85,1.32,77.29,1.3
36,2.jpg,Sandeel,86,1.73,98.73,2.72
36,2.jpg,Sandeel,87,1.47,84.87,1.73
36,2.jpg,Sandeel,88,1.32,77.14,1.29
36,2.jpg,Sandeel,89,1.22,72.05,1.05
36,2.jpg,Sandeel,90,1.61,92.09,2.21
36,2.jpg,Sandeel,91,1.56,89.75,2.04
36,2.jpg,Sandeel,92,1.13,67.53,0.86
36,2.jpg,Sandeel,93,1.49,85.91,1.79
36,2.jpg,Sandeel,94,1.3,76.41,1.25
36,2.jpg,Sandeel,95,1.56,89.59,2.03
36,2.jpg,Sandeel,96,1.54,88.61,1.97
36,2.jpg,Sandeel,97,1.19,70.49,0.98
36,2.jpg,Sandeel,98,1.56,89.91,2.05
36,2.jpg,Sandeel,99,1.53,88.09,1.93
36,2.jpg,Sandeel,100,1.31,76.51,1.26
36,2.jpg,Sandeel,101,1.65,94.47,2.38
36,2.jpg,Sandeel,102,1.51,87.05,1.86
36,2.jpg,Sandeel,103,1.63,93.12,2.28
36,2.jpg,Sandeel,104,1.35,79,1.39
36,2.jpg,Sandeel,105,1.67,95.46,2.46
36,2.jpg,Sandeel,106,1.67,95.3,2.45
36,2.jpg,Sandeel,107,1.72,98,2.66
36,2.jpg,Sandeel,108,1.52,87.78,1.91
36,2.jpg,Sandeel,109,1.37,79.84,1.43
36,2.jpg,Sandeel,110,1.44,83.62,1.65
36,2.jpg,Sandeel,111,1.67,95.67,2.47
36,2.jpg,Sandeel,112,1.74,98.99,2.74
36,2.jpg,Sandeel,113,1.4,81.39,1.52
36,2.jpg,Sandeel,114,1.41,82.02,1.56
36,2.jpg,Sandeel,115,1.67,95.61,2.47
36,2.jpg,Sandeel,116,1.35,78.75,1.38
36,2.jpg,Sandeel,117,1.82,103.4,3.12
36,2.jpg,Sandeel,118,1.55,89.39,2.02
36,2.jpg,Sandeel,119,1.63,93.59,2.32
37,1.jpg,Whiting,1,4.04,78.01,3.28
37,1.jpg,Whiting,2,5.17,97.59,6.79
37,1.jpg,Whiting,3,5.73,107.28,9.19
37,1.jpg,Whiting,4,5.04,95.27,6.28
37,1.jpg,Norway Pout,5,4.35,99.09,6.5
37,1.jpg,Norway Pout,6,4.58,104.47,7.71
37,1.jpg,Whiting,7,4.77,90.64,5.35
37,2.jpg,Norway Pout,9,4.53,103.17,7.41
37,2.jpg,Norway Pout,10,4.64,105.79,8.03
37,2.jpg,Norway Pout,11,4.65,106.07,8.1
37,2.jpg,Norway Pout,12,4.78,108.87,8.82
37,2.jpg,Norway Pout,13,4.65,105.97,8.08
37,2.jpg,Norway Pout,14,4.49,102.42,7.23
37,2.jpg,Norway Pout,15,4.77,108.71,8.77
37,2.jpg,Norway Pout,16,4.94,112.65,9.85
37,2.jpg,Norway Pout,17,4.35,99.27,6.54
37,2.jpg,Norway Pout,18,4.67,106.41,8.19
37,2.jpg,Norway Pout,19,4.8,109.42,8.96
37,2.jpg,Norway Pout,20,4.66,106.2,8.14
37,3.jpg,Norway Pout,21,4.25,96.95,6.05
37,3.jpg,Norway Pout,22,4.24,96.56,5.98
37,3.jpg,Norway Pout,23,4.23,96.49,5.96
37,3.jpg,Norway Pout,24,4.13,94.14,5.5
37,3.jpg,Blue Whiting,25,4.45,61.9,2.76
37,3.jpg,Blue Whiting,26,4.45,61.74,2.75
37,3.jpg,Blue Whiting,27,4.2,55.17,2.25
37,3.jpg,Norway Pout,28,4.35,99.23,6.53
37,3.jpg,Norway Pout,29,4.35,99.07,6.49
37,3.jpg,Norway Pout,30,4.16,94.78,5.63
37,3.jpg,Norway Pout,31,4.38,99.75,6.64
37,3.jpg,Norway Pout,32,4.24,96.56,5.98
37,3.jpg,Norway Pout,33,4.38,99.75,6.64
37,4.jpg,Norway Pout,34,3.94,89.85,4.73
37,4.jpg,Norway Pout,35,4.14,94.44,5.56
37,4.jpg,Norway Pout,36,3.88,88.56,4.52
37,4.jpg,Norway Pout,37,4.15,94.53,5.58
37,4.jpg,Norway Pout,38,3.56,81.24,3.41
37,4.jpg,Norway Pout,39,4.28,97.47,6.16
37,4.jpg,Norway Pout,40,3.77,85.91,4.09
37,4.jpg,Norway Pout,41,3.64,82.99,3.66
37,4.jpg,Norway Pout,42,3.81,86.91,4.25
37,4.jpg,Norway Pout,43,3.92,89.28,4.64
37,4.jpg,Norway Pout,44,3.91,89.1,4.61
37,4.jpg,Norway Pout,45,3.91,89.1,4.61
37,4.jpg,Norway Pout,46,3.91,89.1,4.61
37,4.jpg,Norway Pout,47,3.91,89.1,4.61
37,4.jpg,Norway Pout,48,3.91,89.1,4.61
37,4.jpg,Norway Pout,49,3.91,89.1,4.61
37,4.jpg,Norway Pout,50,3.91,89.1,4.61
37,4.jpg,Norway Pout,51,3.91,89.1,4.61
37,4.jpg,Norway Pout,52,3.91,89.1,4.61
37,4.jpg,Norway Pout,53,3.91,89.1,4.61
37,5.jpg,Norway Pout,1,4.25,96.85,6.04
37,5.jpg,Blue Whiting,2,4.16,54.13,2.17
37,5.jpg,Norway Pout,3,4.11,93.59,5.4
37,5.jpg,Norway Pout,4,3.48,79.39,3.17
37,5.jpg,Norway Pout,5,4.24,96.56,5.98
37,5.jpg,Norway Pout,6,3.97,90.47,4.84
37,5.jpg,Norway Pout,7,4.01,91.43,5.01
37,5.jpg,Norway Pout,8,4.06,92.48,5.2
37,5.jpg,Norway Pout,9,4.14,94.44,5.56
37,5.jpg,Blue Whiting,10,3.75,43.36,1.52
37,5.jpg,Blue Whiting,11,4.63,66.63,3.17
37,5.jpg,Norway Pout,12,4.27,97.26,6.12
37,5.jpg,Norway Pout,13,4.43,101,6.91
37,5.jpg,Norway Pout,14,4.34,98.91,6.46
37,5.jpg,Norway Pout,15,4.08,93.07,5.3
37,5.jpg,Norway Pout,16,3.7,84.43,3.87
37,5.jpg,Norway Pout,17,4.25,96.88,6.04
37,5.jpg,Norway Pout,18,4.09,93.16,5.32
37,9.jpg,Brill,1,3,152.89,47.09
37,8.jpg,Cod,1,5.79,135.67,21.71
37,8.jpg,Cod,2,5.35,120.32,15.78
37,7.jpg,Poor Cod,1,4.51,79.31,5.77
37,6.jpg,Whiting,1,6.55,121.42,13.62
37,6.jpg,Whiting,2,6.01,112.07,10.57
38,4.jpg,Haddock/Pollack/Saithe,1,7.77,185.66,55.21
38,4.jpg,Haddock/Pollack/Saithe,2,6.28,137.34,21.68
38,4.jpg,Haddock/Pollack/Saithe,3,7.36,171.97,43.53
38,4.jpg,Haddock/Pollack/Saithe,4,7.05,161.61,35.9
38,4.jpg,Haddock/Pollack/Saithe,5,6.63,148.3,27.5
38,4.jpg,Haddock/Pollack/Saithe,6,6.18,134.32,20.23
38,3.jpg,Cod,1,7.1,181.39,49.5
38,1.jpg,Haddock/Pollack/Saithe,1,5.91,125.88,16.55
38,1.jpg,Haddock/Pollack/Saithe,2,6.14,133.09,19.66
38,1.jpg,Haddock/Pollack/Saithe,3,6.63,148.24,27.47
38,1.jpg,Haddock/Pollack/Saithe,4,6.27,136.91,21.47
38,1.jpg,Haddock/Pollack/Saithe,5,6.18,134.29,20.22
38,1.jpg,Haddock/Pollack/Saithe,6,6.59,146.85,26.68
38,1.jpg,Haddock/Pollack/Saithe,7,5.92,126.37,16.74
38,2.jpg,Poor Cod,1,9.58,211.64,104.15
39,1.jpg,Haddock/Pollack/Saithe,1,6.12,132.2,19.26
39,1.jpg,Haddock/Pollack/Saithe,2,5.51,114,12.17
39,1.jpg,Haddock/Pollack/Saithe,3,4.31,80.72,4.17
40,0,empty,,,,
41,6.jpg,Whiting,18,6.73,124.51,14.75
41,6.jpg,Whiting,19,6.99,128.99,16.48
41,6.jpg,Whiting,20,6.64,122.92,14.16
41,6.jpg,Whiting,21,6.05,112.82,10.79
41,6.jpg,Whiting,22,8.9,162.04,33.62
41,7.jpg,Norway Pout,23,4.84,110.37,9.22
41,7.jpg,Norway Pout,24,4.64,105.79,8.03
41,7.jpg,Norway Pout,25,4.24,96.6,5.99
41,7.jpg,Norway Pout,26,4.05,92.39,5.18
41,7.jpg,Unidentified Gadidae,27,3.34,43.86,1.58
41,7.jpg,Norway Pout,28,4.31,98.34,6.34
41,7.jpg,Norway Pout,29,3.96,90.24,4.8
41,7.jpg,Norway Pout,30,4.46,101.69,7.07
41,7.jpg,Norway Pout,31,4.57,104.29,7.67
41,7.jpg,Norway Pout,32,4.44,101.19,6.96
41,7.jpg,Norway Pout,33,4.07,92.68,5.23
41,7.jpg,Norway Pout,34,3.99,91.02,4.93
41,7.jpg,Unidentified Gadidae,35,5.3,97.93,9.56
41,9.jpg,Lumpsucker,2,1.54,177.19,503.91
41,2.jpg,Norway Pout,3,6.45,147.01,23.33
41,2.jpg,Norway Pout,4,6.81,155.15,27.78
41,2.jpg,Norway Pout,5,6.49,148.02,23.85
41,1.jpg,Poor Cod,1,8.37,179.98,61.93
41,1.jpg,Poor Cod,2,8.27,177.42,59.19
41,9.jpg,Sandeel,1,1.58,90.79,2.11
41,3.jpg,Whiting,6,6.7,124.04,14.57
41,3.jpg,Whiting,7,6.5,120.46,13.28
41,3.jpg,Whiting,8,7.02,129.49,16.69
41,3.jpg,Whiting,9,6.3,117.09,12.14
41,3.jpg,Whiting,10,5.57,104.44,8.44
41,3.jpg,Whiting,11,5.9,110.14,9.99
41,4.jpg,Whiting,12,7.79,142.85,22.7
41,4.jpg,Whiting,13,11.23,202.41,66.84
41,4.jpg,Whiting,14,6.85,126.54,15.51
41,5.jpg,Whiting,15,6.95,128.4,16.25
41,5.jpg,Whiting,16,6.27,116.52,11.95
41,5.jpg,Whiting,17,6.99,129.06,16.51
42,2.jpg,Bass,1,8,238.8,125.96
42,3.jpg,Blue Whiting,1,4.41,60.67,2.66
42,3.jpg,Blue Whiting,2,4.7,68.55,3.34
42,3.jpg,Blue Whiting,3,4.6,65.97,3.11
42,3.jpg,Blue Whiting,4,4.6,65.91,3.1
42,3.jpg,Blue Whiting,5,4.87,73.02,3.78
42,3.jpg,Blue Whiting,6,3.92,47.77,1.77
42,3.jpg,Blue Whiting,7,4.02,50.46,1.93
42,3.jpg,Blue Whiting,8,4.14,53.52,2.13
42,3.jpg,Blue Whiting,9,4.73,69.19,3.4
42,3.jpg,Blue Whiting,10,3.99,49.58,1.88
42,3.jpg,Blue Whiting,11,4.22,55.62,2.28
42,3.jpg,Blue Whiting,12,4.76,70.2,3.5
42,3.jpg,Blue Whiting,13,4.58,65.3,3.05
42,3.jpg,Blue Whiting,14,4.51,63.41,2.89
42,4.jpg,Blue Whiting,15,4.55,64.56,2.98
42,4.jpg,Blue Whiting,16,4.26,56.87,2.37
42,4.jpg,Blue Whiting,17,4.29,57.53,2.42
42,4.jpg,Blue Whiting,18,5.11,79.35,4.47
42,4.jpg,Blue Whiting,19,4.12,52.96,2.09
42,4.jpg,Blue Whiting,20,3.66,40.8,1.39
42,4.jpg,Blue Whiting,21,4.29,57.69,2.43
42,4.jpg,Blue Whiting,22,4.14,53.52,2.13
42,4.jpg,Blue Whiting,23,4.41,60.75,2.67
42,4.jpg,Blue Whiting,24,4.39,60.33,2.63
42,4.jpg,Blue Whiting,25,4.09,52.32,2.05
42,4.jpg,Blue Whiting,26,3.71,42.19,1.46
42,4.jpg,Blue Whiting,27,3.9,47.32,1.74
42,4.jpg,Blue Whiting,28,4.35,59.13,2.54
42,4.jpg,Blue Whiting,29,4.64,66.9,3.19
42,5.jpg,Unidentified Gadidae,1,3.96,60.59,3.05
42,5.jpg,Unidentified Gadidae,2,3.5,48.18,1.9
42,1.jpg,Norway Pout,2,5.11,116.53,10.99
42,1.jpg,Whiting,1,7.51,137.94,20.35
43,1.jpg,Whiting,1,6.48,120.2,13.19
43,1.jpg,Whiting,2,7.16,131.93,17.69
43,1.jpg,Whiting,3,6.69,123.87,14.51
44,1.jpg,Haddock/Pollack/Saithe,1,5.97,127.79,17.34
45,1.jpg,Norway Pout,1,4.92,112.08,9.69
45,1.jpg,Norway Pout,2,3.98,90.84,4.9
45,1.jpg,Norway Pout,3,4.3,97.93,6.25
45,1.jpg,Norway Pout,4,4.13,94.16,5.51
45,1.jpg,Norway Pout,5,3.52,80.3,3.29
45,1.jpg,Norway Pout,6,3.85,87.67,4.37
45,1.jpg,Norway Pout,7,3.85,87.85,4.4
46,3.jpg,Black Sea Bream,1,7,203.13,125.69
46,3.jpg,Black Sea Bream,2,6.58,190.94,104.37
46,1.jpg,Cod,1,8.09,215.94,83.88
46,2.jpg,Ling,1,10.65,613.54,1038.25
47,0,empty,,,,
48,0,empty,,,,
49,1.jpg,Butterfish,1,0.73,127.7,3.88
50,2.jpg,Whiting,2,5.14,96.94,6.64
50,2.jpg,Blue Whiting,3,4.87,73.07,3.79
50,2.jpg,Haddock/Pollack/Saithe,1,5.91,125.88,16.55
50,1.jpg,Herring,1,1.5,169.05,29.15
50,1.jpg,Herring,2,1.5,169.05,29.15
50,1.jpg,Herring,3,1.51,170.6,30.02
50,4.jpg,Unidentified Gadidae,1,5.07,91.38,8.01
50,4.jpg,Unidentified Gadidae,2,2.6,24.58,0.62
50,3.jpg,Whiting,1,8.86,161.38,33.2
51,1.jpg,Herring,1,0.9,75.99,2.99
52,1.jpg,Haddock/Pollack/Saithe,1,6.06,130.4,18.46
52,1.jpg,Haddock/Pollack/Saithe,2,5.91,126.04,16.61
52,1.jpg,Haddock/Pollack/Saithe,3,5.9,125.76,16.5
52,1.jpg,Haddock/Pollack/Saithe,4,5.48,113.06,11.86
52,1.jpg,Haddock/Pollack/Saithe,5,5.66,118.59,13.75
52,1.jpg,Haddock/Pollack/Saithe,6,5.54,114.93,12.48
52,1.jpg,Haddock/Pollack/Saithe,7,6.01,128.91,17.81
52,1.jpg,Haddock/Pollack/Saithe,8,6.03,129.61,18.11
52,1.jpg,Haddock/Pollack/Saithe,9,6.1,131.81,19.08
52,2.jpg,Haddock/Pollack/Saithe,10,5.73,120.43,14.42
52,2.jpg,Haddock/Pollack/Saithe,11,5.55,115.23,12.58
52,2.jpg,Haddock/Pollack/Saithe,12,5.77,121.86,14.96
52,2.jpg,Haddock/Pollack/Saithe,13,5.69,119.42,14.05
52,2.jpg,Haddock/Pollack/Saithe,14,6.08,131.13,18.78
52,2.jpg,Haddock/Pollack/Saithe,15,6.3,137.84,21.92
52,2.jpg,Haddock/Pollack/Saithe,16,5.77,121.71,14.91
52,3.jpg,Haddock/Pollack/Saithe,17,5.45,112.39,11.64
52,3.jpg,Haddock/Pollack/Saithe,18,5.6,116.58,13.04
52,3.jpg,Haddock/Pollack/Saithe,19,5.42,111.54,11.37
52,3.jpg,Haddock/Pollack/Saithe,20,5.66,118.53,13.73
52,3.jpg,Haddock/Pollack/Saithe,21,5.61,117.11,13.23
52,3.jpg,Haddock/Pollack/Saithe,22,4.69,90.7,5.99
52,3.jpg,Haddock/Pollack/Saithe,23,5.52,114.32,12.27
52,3.jpg,Haddock/Pollack/Saithe,24,5.75,121.24,14.72
52,4.jpg,Haddock/Pollack/Saithe,25,4.8,93.95,6.68
52,4.jpg,Haddock/Pollack/Saithe,29,4.64,89.37,5.72
52,4.jpg,Haddock/Pollack/Saithe,30,4.54,86.87,5.24
52,4.jpg,Haddock/Pollack/Saithe,31,5.18,104.66,9.33
52,4.jpg,Haddock/Pollack/Saithe,33,4.61,88.77,5.6
52,4.jpg,Haddock/Pollack/Saithe,34,4.83,94.56,6.81
52,4.jpg,Haddock/Pollack/Saithe,36,4.7,91.03,6.06
52,4.jpg,Haddock/Pollack/Saithe,38,4.82,94.45,6.79
52,4.jpg,Haddock/Pollack/Saithe,39,5.04,100.43,8.21
52,4.jpg,Haddock/Pollack/Saithe,40,4.92,97.31,7.45
52,4.jpg,Haddock/Pollack/Saithe,41,5.28,107.52,10.15
52,5.jpg,Haddock/Pollack/Saithe,1,6.24,136.04,21.05
53,2.jpg,Ballan Wrasse,1,4.4,267.83,352.94
53,1.jpg,Haddock/Pollack/Saithe,1,9.82,258.69,154.41
53,3.jpg,Rock Cook,1,1.87,105.91,16.62
53,,Cephalopoda,1,,,
53,,Cephalopoda,1,,,
54,2.jpg,Long Rough Dab,1,4.6,197.89,53.78
55,0,empty,,,,
56,1.jpg,Blue Whiting,1,5.14,80.22,4.57
56,2.jpg,Haddock/Pollack/Saithe,1,4.9,96.64,7.29
57,1.jpg,Blue Whiting,1,4.89,73.57,3.84
57,1.jpg,Blue Whiting,2,4.13,53.25,2.11
57,1.jpg,Blue Whiting,3,4.19,55.06,2.24
57,1.jpg,Blue Whiting,4,4.73,69.19,3.4
57,1.jpg,Blue Whiting,5,4.28,57.29,2.4
57,1.jpg,Blue Whiting,6,4.8,71.15,3.59
57,1.jpg,Blue Whiting,7,4.65,67.3,3.23
57,2.jpg,Four-bearded Rockling,1,3.46,214.59,40.34
58,1.jpg,Herring,1,1.51,170.6,30.02
58,2.jpg,Unidentified otoliths,1,6.1,n/a,n/a
59,3.jpg,Blue Whiting,1,3.9,47.24,1.74
59,1.jpg,Herring,1,1.45,161.3,25.06
59,2.jpg,Herring,1,1.45,161.92,25.37
59,2.jpg,Herring,2,1.56,178.2,34.62
60,1.jpg,Whiting,1,4.9,92.87,5.78
61,1.jpg,Haddock/Pollack/Saithe,1,8.88,224.28,99.19
61,2.jpg,Long Rough Dab,1,4,168.88,31.67
61,2.jpg,Long Rough Dab,2,3.26,133.1,14.59
61,2.jpg,Long Rough Dab,3,3.34,136.97,16
62,2.jpg,Blue Whiting,1,4.15,53.89,2.16
62,2.jpg,Blue Whiting,2,4.1,52.56,2.07
62,2.jpg,Blue Whiting,3,3.98,49.37,1.86
62,2.jpg,Blue Whiting,4,3.96,48.84,1.83
62,3.jpg,Herring,1,1.82,218.68,69.04
62,4.jpg,Long Rough Dab,1,5.05,219.65,76.59
62,5.jpg,Unidentified Gadidae,1,2.81,30,0.83
62,1.jpg,Whiting,1,9,163.83,34.79
62,1.jpg,Whiting,2,8.75,159.49,32.01
62,1.jpg,Whiting,3,7.54,138.51,20.61
62,1.jpg,Whiting,4,7.07,130.32,17.02
63,1.jpg,Bass,1,5.54,152.45,34.3
63,2.jpg,Whiting,1,5.8,108.44,9.51
63,3.jpg,Herring,1,1.9,231.09,83.65
63,,Cephalopoda,1,,,
63,,Cephalopoda,1,,,
63,4.jpg,Unidentified otoliths,1,1.41,n/a,n/a
64,0,empty,,,,
65,1.jpg,Black Goby,1,2.87,111.68,18.76
65,1.jpg,Black Goby,2,2.79,108.19,16.59
65,1.jpg,Black Goby,3,3.11,121.89,26.39
65,2.jpg,Founder,1,7.12,369.73,467.14
65,4.jpg,Founder,1,4,185.34,87.8
65,4.jpg,Founder,2,4.57,219.03,129.18
65,3.jpg,Long Rough Dab,1,4.54,195.09,51.26
65,3.jpg,Long Rough Dab,2,3.91,164.72,29.17
65,3.jpg,Long Rough Dab,3,3.43,141.47,17.75
65,3.jpg,Long Rough Dab,4,3.42,141.03,17.58
65,3.jpg,Long Rough Dab,5,2.98,119.51,10.37
65,3.jpg,Long Rough Dab,6,3.06,123.62,11.54
65,3.jpg,Long Rough Dab,7,3.05,122.9,11.33
65,3.jpg,Long Rough Dab,8,2.88,114.87,9.16
65,3.jpg,Long Rough Dab,9,2.91,116.13,9.48
65,5.jpg,Whiting,1,4.6,87.68,4.8
66,1.jpg,Blue Whiting,1,5.69,94.85,6.53
67,0,empty,,,,
68,5.jpg,Blue Whiting,1,4.99,76.23,4.12
68,5.jpg,Blue Whiting,2,3.7,41.92,1.44
68,4.jpg,Haddock/Pollack/Saithe,1,5.75,121.18,14.7
68,1.jpg,Herring,1,1.5,169.05,29.15
68,1.jpg,Herring,2,1.84,221.78,72.49
68,7.jpg,John Dory,1,2.11,280.29,376.24
68,7.jpg,John Dory,2,2,258.8,294.42
68,3.jpg,Norway Pout,1,5.88,134.06,17.31
68,2.jpg,Norway Pout,1,6.38,145.46,22.54
68,6.jpg,Whiting,1,6.32,117.44,12.25
68,6.jpg,Whiting,2,5.34,100.48,7.45
68,8.jpg,Unidentified otoliths,1,7.1,n/a,n/a
68,8.jpg,Unidentified otoliths,2,7.6,n/a,n/a
69,0,empty,,,,
70,1.jpg,Cod,2,7.8,205.82,72.38
70,1.jpg,Haddock/Pollack/Saithe,1,6.49,143.82,25.01
71,2.jpg,Norway Pout,1,6.4,145.92,22.77
71,1.jpg,Whiting,1,7.39,135.95,19.44
72,2.jpg,Herring,1,1.25,130.28,12.92
72,2.jpg,Herring,2,0.92,79.09,3.29
72,1.jpg,Norway Pout,1,5.91,134.75,17.59
73,0,empty,,,,
